0,118.7623267363572,32.04183016419462,1,0250077297#,6,1,,0250077297
0,118.7623267363572,32.04183016419462,1,0250077297#,6,1,,0250077297
0,118.76376335339637,32.042160687197836,1,8620916007#,69,1,,8620916007
0,118.76376335339637,32.042160687197836,1,8620916007#,69,1,,8620916007
0,118.76640433657913,32.04190480277635,1,8620161995#,6,1,,8620161995
0,118.76640433657913,32.04190480277635,1,8620161995#,6,1,,8620161995
0,118.76845134789302,32.04176392623379,1,8620444439#,10,1,,8620444439
0,118.76845134789302,32.04176392623379,1,8620444439#,10,1,,8620444439
0,118.77041325786631,32.041893882138645,1,0250046727#,5,1,,0250046727
0,118.77041325786631,32.041893882138645,1,0250046727#,5,1,,0250046727
0,118.77273075327184,32.041950490569825,1,8620995537#,33,1,,8620995537
0,118.77273075327184,32.041950490569825,1,8620995537#,33,1,,8620995537
0,118.77450745026782,32.042005290881406,1,8600015985#,20,1,,8600015985
0,118.77450745026782,32.042005290881406,1,8600015985#,20,1,,8600015985
0,118.77636890805015,32.04164200892349,1,0256513772#,22,1,,0256513772
0,118.77636890805015,32.04164200892349,1,0256513772#,22,1,,0256513772
0,118.77823926638622,32.04179648285399,1,0250092846#,15,1,,0250092846
0,118.77823926638622,32.04179648285399,1,0250092846#,15,1,,0250092846
0,118.78041116713813,32.04176160905368,1,0256533397#,9,1,,0256533397
0,118.78041116713813,32.04176160905368,1,0256533397#,9,1,,0256533397
0,118.78226424574821,32.04188085211566,1,0256001906#,12,1,,0256001906
0,118.78226424574821,32.04188085211566,1,0256001906#,12,1,,0256001906
0,118.78436688452534,32.04175578110357,1,8620160793#,10,1,,8620160793
0,118.78436688452534,32.04175578110357,1,8620160793#,10,1,,8620160793
0,118.78642642745943,32.04177958303156,1,0250074494#,7,1,,0250074494
0,118.78642642745943,32.04177958303156,1,0250074494#,7,1,,0250074494
0,118.78843888081462,32.041812306055775,1,0250063491#,5,1,,0250063491
0,118.78843888081462,32.041812306055775,1,0250063491#,5,1,,0250063491
0,118.79034632838133,32.041748056739465,1,0250060548#,11,1,,0250060548
0,118.79034632838133,32.041748056739465,1,0250060548#,11,1,,0250060548
0,118.79193112497511,32.041809081327266,1,0250082234#,43,1,,0250082234
0,118.79193112497511,32.041809081327266,1,0250082234#,43,1,,0250082234
0,118.79457727944109,32.042079587216335,1,8620674743#,31,1,,8620674743
0,118.79457727944109,32.042079587216335,1,8620674743#,31,1,,8620674743
0,118.7963545310135,32.04180023718904,1,0250052636#,6,1,,0250052636
0,118.7963545310135,32.04180023718904,1,0250052636#,6,1,,0250052636
0,118.79859096354681,32.041721102405795,1,5926006375#,23,1,,5926006375
0,118.79859096354681,32.041721102405795,1,5926006375#,23,1,,5926006375
0,118.80024124454226,32.0417196966701,1,0250055136#,19,1,,0250055136
0,118.80024124454226,32.0417196966701,1,0250055136#,19,1,,0250055136
0,118.8022468318112,32.04162770631753,1,0250030231#,27,1,,0250030231
0,118.8022468318112,32.04162770631753,1,0250030231#,27,1,,0250030231
0,118.80461470357727,32.041895974751185,1,0250083079#,21,1,,0250083079
0,118.80461470357727,32.041895974751185,1,0250083079#,21,1,,0250083079
0,118.80619284623891,32.0417494946156,1,0250083696#,21,1,,0250083696
0,118.80619284623891,32.0417494946156,1,0250083696#,21,1,,0250083696
0,118.80788871050166,32.04157577754731,1,0256508031#,56,1,,0256508031
0,118.80788871050166,32.04157577754731,1,0256508031#,56,1,,0256508031
0,118.81044291895249,32.041832467208295,1,0256526296#,4,1,,0256526296
0,118.81044291895249,32.041832467208295,1,0256526296#,4,1,,0256526296
0,118.8121795772008,32.04190049567925,1,8620865525#,21,1,,8620865525
0,118.8121795772008,32.04190049567925,1,8620865525#,21,1,,8620865525
